Months_loan_taken_for,Purpose,EMI_rate_in_percentage_of_disposable_income,Property,Has_coapplicant,Has_guarantor,Number_of_existing_loans_at_this_bank,Loan_history,high_risk_applicant,Primary_applicant_age_in_years,Gender,Marital_status,Housing,Years_at_current_residence,Employment_status,Foreign_worker,Savings_account_balance,other_emi,employed_range,Principal_loan_amount_log
30,electronic equipment,4,car or other,0,0,1,critical/pending loans at other banks,0,26,0,divorced/separated/married,0,4,management / self-employed / highly qualified employee / officer,1,Low,0,4 years - 7 years,15.326232497459216
24,FF&E,4,car or other,0,0,1,critical/pending loans at other banks,0,33,1,single,1,4,skilled employee / official,1,Low,0,7 years and up,15.45450727263992
72,electronic equipment,2,car or other,0,0,1,existing loans paid back duly till now,1,24,1,married/widowed,1,2,skilled employee / official,1,Low,0,1 year - 4 years,15.537383899728162
24,electronic equipment,4,real estate,0,0,1,existing loans paid back duly till now,0,64,1,single,0,4,unskilled - resident,1,Low,1,7 years and up,14.684290307167377
18,electronic equipment,3,real estate,0,0,1,existing loans paid back duly till now,0,26,0,divorced/separated/married,1,1,skilled employee / official,1,Low,0,0 year - 1 year,14.18914094255242
6,education,1,No Property,0,0,1,existing loans paid back duly till now,0,56,0,divorced/separated/married,1,2,skilled employee / official,1,Low,0,0 year - 1 year,14.245993429047726
12,electronic equipment,4,No Property,0,0,1,existing loans paid back duly till now,0,37,1,single,0,4,skilled employee / official,1,None,0,1 year - 4 years,14.63924730822782
15,electronic equipment,4,real estate,0,0,2,delay in paying off loans in the past,0,33,1,married/widowed,1,3,skilled employee / official,1,Low,1,1 year - 4 years,14.206200380490284
24,electronic equipment,3,No Property,0,0,3,critical/pending loans at other banks,0,47,1,married/widowed,0,3,skilled employee / official,1,Low,0,0 year - 1 year,15.445339160046109
36,business,1,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0,31,1,single,1,3,unskilled - resident,1,Low,0,4 years - 7 years,16.103692420647576
60,new vehicle,4,No Property,0,0,1,existing loans paid back duly till now,0,34,1,single,0,4,skilled employee / official,1,None,0,1 year - 4 years,15.691457977617354
10,electronic equipment,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,27,1,single,1,2,skilled employee / official,1,None,0,4 years - 7 years,14.1133904553925
36,new vehicle,4,No Property,0,0,1,delay in paying off loans in the past,0,30,1,single,0,3,skilled employee / official,1,Low,0,7 years and up,14.867031239098534
9,electronic equipment,3,car or other,1,0,1,existing loans paid back duly till now,0,35,1,single,1,4,skilled employee / official,1,Low,0,7 years and up,14.828201784124744
12,new vehicle,1,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,31,1,single,1,3,skilled employee / official,1,High,0,1 year - 4 years,15.110511660637776
15,FF&E,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,25,1,divorced/separated/married,1,3,skilled employee / official,1,Low,0,1 year - 4 years,13.790192749979983
15,FF&E,3,real estate,0,0,1,existing loans paid back duly till now,0,25,0,divorced/separated/married,1,2,unskilled - resident,1,Low,0,1 year - 4 years,14.78287456002243
24,electronic equipment,2,car or other,0,0,1,existing loans paid back duly till now,0,29,1,single,1,1,skilled employee / official,1,Low,0,0 year - 1 year,14.878841032487744
6,new vehicle,1,real estate,0,0,2,critical/pending loans at other banks,0,44,1,single,1,3,unskilled - resident,1,None,0,0 year - 1 year,15.3664715406394
24,electronic equipment,4,car or other,0,0,1,existing loans paid back duly till now,0,28,1,single,1,2,skilled employee / official,1,Low,0,4 years - 7 years,14.641438849758035
6,used vehicle,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,50,1,single,0,4,skilled employee / official,1,High,0,1 year - 4 years,14.027390916999773
12,electronic equipment,4,real estate,0,1,2,existing loans paid back duly till now,0,29,1,single,1,3,skilled employee / official,0,Low,0,4 years - 7 years,13.91354429823564
12,new vehicle,1,building society savings agreement/life insurance,0,0,1,critical/pending loans at other banks,0,38,0,divorced/separated/married,1,2,unemployed / unskilled - non-resident,1,Low,0,None,13.738629513628316
18,electronic equipment,4,car or other,0,0,2,critical/pending loans at other banks,0,24,1,single,1,2,skilled employee / official,1,Low,0,1 year - 4 years,14.403297222866392
15,education,4,car or other,0,0,1,existing loans paid back duly till now,0,40,1,single,0,4,management / self-employed / highly qualified employee / officer,1,Low,0,7 years and up,14.45999256654294
12,FF&E,4,car or other,0,0,1,existing loans paid back duly till now,1,29,0,divorced/separated/married,0,4,unskilled - resident,1,High,0,1 year - 4 years,13.93151423372058
48,used vehicle,4,No Property,0,0,2,critical/pending loans at other banks,1,46,1,single,0,4,skilled employee / official,1,Low,0,7 years and up,15.660968759526265
24,electronic equipment,4,No Property,0,0,1,existing loans paid back duly till now,0,47,0,divorced/separated/married,0,2,skilled employee / official,1,Low,0,7 years and up,14.135417777710792
30,business,4,building society savings agreement/life insurance,0,0,2,delay in paying off loans in the past,0,41,1,single,1,2,skilled employee / official,1,Low,1,7 years and up,14.73300057041391
27,business,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,32,0,divorced/separated/married,1,1,skilled employee / official,1,Low,0,0 year - 1 year,14.742939034248884
15,new vehicle,1,No Property,0,0,1,existing loans paid back duly till now,0,35,0,divorced/separated/married,0,4,skilled employee / official,1,High,0,7 years and up,15.48773545849714
48,new vehicle,3,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,1,24,1,single,1,2,skilled employee / official,1,Low,0,4 years - 7 years,15.696501160920272
12,FF&E,4,building society savings agreement/life insurance,0,0,2,paid,1,25,0,divorced/separated/married,0,3,skilled employee / official,1,Low,0,0 year - 1 year,14.903735753745895
9,electronic equipment,4,real estate,0,0,1,existing loans paid back duly till now,0,25,0,divorced/separated/married,1,4,skilled employee / official,1,Low,0,7 years and up,14.002819656269269
9,electronic equipment,2,real estate,0,0,1,existing loans paid back duly till now,0,37,1,single,1,2,unskilled - resident,1,Low,0,1 year - 4 years,14.56598280514349
18,electronic equipment,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,32,1,single,1,3,management / self-employed / highly qualified employee / officer,1,High,1,7 years and up,13.351886535682578
6,education,4,No Property,0,0,1,paid,1,35,0,divorced/separated/married,0,4,skilled employee / official,1,Low,0,7 years and up,13.996164057657532
21,used vehicle,4,real estate,0,0,1,existing loans paid back duly till now,0,46,1,single,1,4,management / self-employed / highly qualified employee / officer,1,None,0,7 years and up,14.722154912786625
9,electronic equipment,4,real estate,0,0,2,critical/pending loans at other banks,0,25,1,single,1,4,unskilled - resident,1,Low,0,1 year - 4 years,13.944782893668414
60,new vehicle,4,No Property,0,0,1,existing loans paid back duly till now,1,27,1,single,1,2,management / self-employed / highly qualified employee / officer,1,Low,0,4 years - 7 years,16.45649460170181
30,used vehicle,1,car or other,0,0,2,critical/pending loans at other banks,0,63,1,single,1,4,skilled employee / official,1,None,0,7 years and up,15.843132350914312
30,electronic equipment,3,car or other,0,0,2,critical/pending loans at other banks,0,40,1,single,1,2,skilled employee / official,1,None,0,7 years and up,14.93946565430418
18,electronic equipment,4,No Property,0,0,1,existing loans paid back duly till now,0,32,1,single,0,2,management / self-employed / highly qualified employee / officer,1,Low,0,1 year - 4 years,14.224303456165114
24,electronic equipment,3,car or other,0,0,2,critical/pending loans at other banks,0,31,1,single,1,2,skilled employee / official,1,None,0,1 year - 4 years,14.96227788851943
20,used vehicle,3,car or other,0,0,2,paid,0,31,1,married/widowed,1,4,skilled employee / official,1,Low,1,7 years and up,15.631637383640625
9,electronic equipment,4,car or other,0,0,2,paid,1,34,1,single,1,2,management / self-employed / highly qualified employee / officer,1,Low,0,0 year - 1 year,14.10593885608408
6,education,4,building society savings agreement/life insurance,0,0,1,paid,1,24,0,divorced/separated/married,0,2,skilled employee / official,1,High,1,0 year - 1 year,12.978493006984626
12,new vehicle,4,real estate,0,0,1,existing loans paid back duly till now,1,24,0,divorced/separated/married,1,2,unskilled - resident,1,Low,0,1 year - 4 years,14.020897387689224
9,electronic equipment,4,real estate,0,0,1,existing loans paid back duly till now,0,66,0,divorced/separated/married,1,3,unskilled - resident,1,High,0,1 year - 4 years,13.579788224443204
27,new vehicle,3,real estate,0,0,1,existing loans paid back duly till now,1,21,0,divorced/separated/married,0,3,skilled employee / official,1,Low,0,1 year - 4 years,14.759416456871405
6,new vehicle,2,real estate,0,0,2,critical/pending loans at other banks,0,41,0,divorced/separated/married,1,2,unskilled - resident,1,High,1,1 year - 4 years,12.429216196844385
15,electronic equipment,2,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,47,1,married/widowed,1,2,unskilled - resident,1,High,0,1 year - 4 years,14.0901073908674
18,electronic equipment,4,car or other,0,0,2,existing loans paid back duly till now,1,25,0,divorced/separated/married,0,4,skilled employee / official,1,Low,1,1 year - 4 years,14.44784559912746
48,business,4,No Property,0,0,1,paid,1,59,0,divorced/separated/married,0,3,skilled employee / official,1,Low,0,7 years and up,15.674305428528488
24,business,2,real estate,0,0,2,critical/pending loans at other banks,0,36,1,divorced/separated/married,1,4,skilled employee / official,1,High,0,1 year - 4 years,14.058456736574664
24,electronic equipment,1,car or other,0,0,1,delay in paying off loans in the past,0,33,1,single,1,2,skilled employee / official,1,Low,0,0 year - 1 year,15.67227718850094
24,electronic equipment,2,real estate,0,0,1,existing loans paid back duly till now,1,21,1,single,0,4,unskilled - resident,1,Low,0,1 year - 4 years,14.502136521533954
8,electronic equipment,4,real estate,0,1,1,existing loans paid back duly till now,0,44,0,divorced/separated/married,1,2,unskilled - resident,1,Low,0,4 years - 7 years,13.541073712262516
24,used vehicle,2,car or other,0,0,1,existing loans paid back duly till now,0,28,0,divorced/separated/married,0,4,skilled employee / official,1,High,0,1 year - 4 years,14.772175183976705
4,new vehicle,1,real estate,0,0,1,critical/pending loans at other banks,0,37,0,divorced/separated/married,1,1,skilled employee / official,1,Low,0,4 years - 7 years,15.033386267459202
36,FF&E,3,No Property,0,0,1,paid,0,29,0,divorced/separated/married,1,2,unemployed / unskilled - non-resident,1,None,1,0 year - 1 year,15.199301788866046
24,used vehicle,1,car or other,0,0,2,existing loans paid back duly till now,1,23,0,divorced/separated/married,0,4,management / self-employed / highly qualified employee / officer,1,Low,0,1 year - 4 years,16.263061421208505
18,new vehicle,3,car or other,0,0,1,existing loans paid back duly till now,0,35,1,single,1,4,unskilled - resident,1,Low,0,1 year - 4 years,15.292559282352627
6,new vehicle,1,No Property,0,0,2,critical/pending loans at other banks,0,45,1,single,1,3,management / self-employed / highly qualified employee / officer,1,Low,0,4 years - 7 years,15.726681366072816
30,business,4,car or other,0,0,2,paid,1,26,0,divorced/separated/married,0,4,unskilled - resident,1,Low,0,1 year - 4 years,15.26946356755798
24,new vehicle,2,car or other,0,0,1,paid,0,32,1,single,1,3,skilled employee / official,1,Low,1,4 years - 7 years,14.659230597003594
10,electronic equipment,4,real estate,0,0,1,paid,0,23,1,single,1,4,unskilled - resident,1,Low,1,1 year - 4 years,13.862394143863124
21,electronic equipment,4,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,41,1,single,1,3,skilled employee / official,1,None,0,7 years and up,14.966082585563097
24,FF&E,4,real estate,0,0,1,paid,0,22,1,single,1,4,skilled employee / official,1,High,1,1 year - 4 years,14.724978064490305
39,FF&E,4,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,30,1,single,1,4,management / self-employed / highly qualified employee / officer,1,None,0,4 years - 7 years,16.467272554719695
13,business,3,building society savings agreement/life insurance,0,0,2,critical/pending loans at other banks,0,28,1,single,1,1,unskilled - resident,1,Low,1,0 year - 1 year,14.401629165765696
15,new vehicle,1,car or other,0,0,1,existing loans paid back duly till now,0,23,0,divorced/separated/married,0,4,skilled employee / official,1,Low,0,None,14.736191638139722
12,new vehicle,3,real estate,0,0,1,existing loans paid back duly till now,1,37,0,divorced/separated/married,1,1,unskilled - resident,1,Low,0,0 year - 1 year,14.057672115114244
21,used vehicle,1,car or other,0,0,1,existing loans paid back duly till now,0,26,1,single,1,3,skilled employee / official,1,None,0,1 year - 4 years,15.473357609606062
15,used vehicle,2,car or other,0,0,1,existing loans paid back duly till now,0,33,1,single,1,2,skilled employee / official,1,Low,0,4 years - 7 years,14.923743090009374
6,FF&E,2,building society savings agreement/life insurance,0,0,1,existing loans paid back duly till now,0,49,0,divorced/separated/married,1,1,skilled employee / official,1,Low,1,7 years and up,12.966878474563934
